business_name,phone,phone_type,category,city,state,source,discovery_method,website,is_sole_proprietor,found_at
Barrellibarber,(985) 412-8185,website,barber,Cypress Cove,LA,bing:barrellibarber.com,bing_website,https://barrellibarber.com,True,2026-07-28T06:45:26
Mrmightyelectric,(225) 367-3768,website,electrician,Robson,LA,bing:mrmightyelectric.com,bing_website,https://www.mrmightyelectric.com,True,2026-07-28T06:45:30
Ia902800.Us.Archive.Org,(504) 401-1782,website,hvac,Norma,LA,bing:ia902800.us.archive.org,bing_website,https://ia902800.us.archive.org,True,2026-07-28T06:45:56
Ia902800.Us.Archive.Org,(318) 384-9128,website,hvac,Norma,LA,bing:ia902800.us.archive.org,bing_website,https://ia902800.us.archive.org,True,2026-07-28T06:45:56
Airbnb,(337) 365-7992,website,hvac,Plaza 12 Garden Homes,LA,bing:airbnb.com,bing_website,https://www.airbnb.com,True,2026-07-28T06:46:23
Baystreetyard,(337) 852-1857,website,landscaping,Billis (historical),LA,bing:baystreetyard.com,bing_website,https://baystreetyard.com,True,2026-07-28T06:45:35
Auntdominant.Tumblr,(318) 813-4680,website,physical_therapy,Hidden Oaks,LA,bing:auntdominant.tumblr.com,bing_website,https://auntdominant.tumblr.com,True,2026-07-28T06:45:49
Tumblr,(504) 983-4330,website,physical_therapy,Pate Place,LA,bing:tumblr.com,bing_website,https://www.tumblr.com,True,2026-07-28T06:46:33
Tumblr,(504) 984-3617,website,physical_therapy,Pate Place,LA,bing:tumblr.com,bing_website,https://www.tumblr.com,True,2026-07-28T06:46:33
Capitolroofinginc,(985) 955-6332,website,roofer,Nairn,LA,bing:capitolroofinginc.com,bing_website,https://www.capitolroofinginc.com,True,2026-07-28T06:45:27
Capitolroofinginc,(318) 255-2504,website,roofer,Nairn,LA,bing:capitolroofinginc.com,bing_website,https://www.capitolroofinginc.com,True,2026-07-28T06:45:27
Growtherapy,(225) 999-9999,website,therapist,Redwine (historical),LA,bing:growtherapy.com,bing_website,https://growtherapy.com,True,2026-07-28T06:45:28
